Full Path,Name,URL,Description
經濟資料庫/33高等統計推論/33.01陳宏/課程評價,課程評價,https://drive.google.com/drive/folders/1ns65-UmLwFZM9TPP9A4PNOD6yPmZgDoI,
經濟資料庫/33高等統計推論/33.02江金倉,33.02江金倉,https://drive.google.com/drive/folders/1_pMGjRCoKWI3EjVuPWWMYAUDhrgUdFjK,
經濟資料庫/34計量經濟學,34計量經濟學,https://drive.google.com/drive/folders/1hLpdi5O7y7M0L-OTNNMLoUuRoV5AB39e,
經濟資料庫/34計量經濟學/34.01江淳芳,34.01江淳芳,https://drive.google.com/drive/folders/1j3ZrA5aQgx5blTkpyRdeFFKiUd62m0Tj,
經濟資料庫/34計量經濟學/34.01江淳芳/期初考,期初考,https://drive.google.com/drive/folders/1fOvJ9Jfcpiz2oe9ZL7WyZ3eYAKIoa4EM,
經濟資料庫/34計量經濟學/34.01江淳芳/期中考,期中考,https://drive.google.com/drive/folders/17JfhDZRg2QxxGWHL4Rt1cajgUIvmFBPp,
經濟資料庫/34計量經濟學/34.01江淳芳/期末考,期末考,https://drive.google.com/drive/folders/1ghwygHCEEWRmRjadh_lAMD1DLeuOjDS-,
經濟資料庫/34計量經濟學/34.02劉錦添,34.02劉錦添,https://drive.google.com/drive/folders/1vo4pdp9GabJSTcchAtsKAVruidf-FB3X,
經濟資料庫/32線性代數,32線性代數,https://drive.google.com/drive/folders/1zw4Tzp5VmDi64mLnSW5rZNRnjEmhsC8x,
經濟資料庫/32線性代數/32.01余正道,32.01余正道,https://drive.google.com/drive/folders/1a_uJY25PS_Q_SgR3hrrxYG8ej8-1XKHC,
經濟資料庫/32線性代數/32.01余正道/課程評價,課程評價,https://drive.google.com/drive/folders/1FIyxsramv8bDTCbmp0oULpl8J7hUXL77,
經濟資料庫/32線性代數/32.03莊武諺,32.03莊武諺,https://drive.google.com/drive/folders/1UE7opRN5lgUOcfv1LOS5L-Vlss5o1Rbo,
經濟資料庫/32線性代數/32.03莊武諺/期末考,期末考,https://drive.google.com/drive/folders/1JKGOKmv_PmFWHyb7nwUv3mLwRAog8N4R,
經濟資料庫/32線性代數/32.03莊武諺/期中考,期中考,https://drive.google.com/drive/folders/1bYBckE1NLuITkeSzGOiuFIZ9pLJp0yIW,
經濟資料庫/32線性代數/32.02朱樺,32.02朱樺,https://drive.google.com/drive/folders/1zZM_sulsEQ5ZoNhSiYopzZ8_eUwsIisl,
經濟資料庫/24公司理財,24公司理財,https://drive.google.com/drive/folders/1WB6joN4XglQytxbVGGAmQwvUGGBsWq51,
經濟資料庫/24公司理財/24.01吳儀玲,24.01吳儀玲,https://drive.google.com/drive/folders/1QrbJp1MYJ2YcdCVbfe7Xo_3_I2gSZWWA,
經濟資料庫/24公司理財/24.01吳儀玲/期末考,期末考,https://drive.google.com/drive/folders/17L175VrbcpENGBSMD8QnQulryj6Qs6Wr,
經濟資料庫/24公司理財/24.01吳儀玲/期中考,期中考,https://drive.google.com/drive/folders/1fdRML80EehBzIUl-Lkv87MUWhpNtr4k4,
經濟資料庫/23中等會計學,23中等會計學,https://drive.google.com/drive/folders/1sE4MZ0utah23YbsVw1slw9W0SlH1GRqL,
經濟資料庫/23中等會計學/23.04劉心才,23.04劉心才,https://drive.google.com/drive/folders/1B7QSD-yIHi8jP3Db1Ng8-vV-ddpKZkBz,
經濟資料庫/23中等會計學/23.03蔡彥卿,23.03蔡彥卿,https://drive.google.com/drive/folders/1JV1kwoEDv9jTwT1wAzUyiCazkSvR_aU0,
經濟資料庫/23中等會計學/23.02王全三,23.02王全三,https://drive.google.com/drive/folders/1BXdO06t4joivD11vxaKWRctsIgAUs3QR,
經濟資料庫/23中等會計學/23.01李艷榕,23.01李艷榕,https://drive.google.com/drive/folders/16A-XjmBtS-OiramA4Duk6eiGupFmtpqN,
經濟資料庫/23中等會計學/23.01李艷榕/課程評價,課程評價,https://drive.google.com/drive/folders/1IAe-SPmpUMJD7DfV8KA744K4UGaWfXnx,
經濟資料庫/64計量經濟理論一二,64計量經濟理論一二,https://drive.google.com/drive/folders/1QV_cBwAk47LdiPm_jUU9h1k4cHLjIY5f,
經濟資料庫/64計量經濟理論一二/64.02陳宜廷(二),64.02陳宜廷(二),https://drive.google.com/drive/folders/1E87XVUe6__HMnRBKZXOeB5TpQ5UywoTg,
經濟資料庫/64計量經濟理論一二/64.01陳釗而(一),64.01陳釗而(一),https://drive.google.com/drive/folders/1wrJG_FkSOU9p17ek5LVjOEbwaOLGTmPt,
經濟資料庫/其他資料,其他資料,https://drive.google.com/drive/folders/1aa1AEQ24n6gUsvZe2v_RncFTNy3qaHiP,
經濟資料庫/83計量經濟理論三四,83計量經濟理論三四,https://drive.google.com/drive/folders/1c5gnBB4Siphl9amQ54zLTnolN2sh0w-z,
經濟資料庫/83計量經濟理論三四/83.03陳釗而(四下),83.03陳釗而(四下),https://drive.google.com/drive/folders/1cwSzem4Bt83i17pukDbH_1h-WVKJGwfo,
經濟資料庫/83計量經濟理論三四/83.02黃景沂(四上),83.02黃景沂(四上),https://drive.google.com/drive/folders/10ZqW55QasnMuf3LDSwvO0K1aTW-PJgWI,
經濟資料庫/83計量經濟理論三四/83.01管中閔(三),83.01管中閔(三),https://drive.google.com/drive/folders/19ceZdJYmkTMl7YXHjSBsaPsNMNgc8vSn,
經濟資料庫/82總體經濟理論三四,82總體經濟理論三四,https://drive.google.com/drive/folders/1AsMYWVN4HtdW3f_J5SFFn1_dZXu2RWA4,
經濟資料庫/82總體經濟理論三四/82.04柏木昌成(四下),82.04柏木昌成(四下),https://drive.google.com/drive/folders/1UlajS1h3rmq1KNfGyyGifgf2QNCbhkTu,
經濟資料庫/82總體經濟理論三四/82.03廖珮如(四上),82.03廖珮如(四上),https://drive.google.com/drive/folders/1TDvZ5DOOB2Xe9ezrH1CcXOFC-i92esTh,
經濟資料庫/82總體經濟理論三四/82.02宮崎浩一(三下),82.02宮崎浩一(三下),https://drive.google.com/drive/folders/1hqagI06MZ4liUTgZM11aSYFX3WUorCRI,
經濟資料庫/82總體經濟理論三四/82.01李怡庭(三上),82.01李怡庭(三上),https://drive.google.com/drive/folders/1OGzWqcyjPgPw0kbCq0gEofAeomRVzh9h,
經濟資料庫/81個體經濟理論三四,81個體經濟理論三四,https://drive.google.com/drive/folders/1pqlchb9TdinhfgdUMdLVRp_HiTP6NUUY,
經濟資料庫/81個體經濟理論三四/81.04潘萬祥(四下),81.04潘萬祥(四下),https://drive.google.com/drive/folders/1zH03zRxpPLiU0xzWG_9W9C7ulZ03D2Yw,
經濟資料庫/81個體經濟理論三四/81.03金善鐸(四上),81.03金善鐸(四上),https://drive.google.com/drive/folders/1CMjGIj6ZrMm51e89GEyXzxG0oBvsImGY,
經濟資料庫/81個體經濟理論三四/81.02陳恭平(三下),81.02陳恭平(三下),https://drive.google.com/drive/folders/18XZKErrKHa79lNO82IK5Q8F0rkpv4F4L,
經濟資料庫/81個體經濟理論三四/81.01蔡崇聖(三上),81.01蔡崇聖(三上),https://drive.google.com/drive/folders/1bBhNsgvrGzw8hXv0B_XAHtxq3NFc8Cdn,
經濟資料庫/63總體經濟理論一,63總體經濟理論一,https://drive.google.com/drive/folders/1aUIsDrBjR7inH3H1j--ejiplF98e7Os0,
經濟資料庫/63總體經濟理論一/63.02陳虹如(一下),63.02陳虹如(一下),https://drive.google.com/drive/folders/1J05okhmsFT1k7qRNIj7b7Jesv04GTZkR,
經濟資料庫/63總體經濟理論一/63.01毛慶生(一上),63.01毛慶生(一上),https://drive.google.com/drive/folders/1R3K62LigCXKffb4F5bS3qw3uIaZjGH5K,
經濟資料庫/62個體經濟理論一,62個體經濟理論一,https://drive.google.com/drive/folders/1Umf_7cwcBe9vvZRZ3FPfOVnF3BOxSMSw,
經濟資料庫/62個體經濟理論一/61.02王道一(一下),61.02王道一(一下),https://drive.google.com/drive/folders/1qvw7bo0sTYyO7dUGr3oujXM5VJT4_tWi,
經濟資料庫/62個體經濟理論一/61.01古慧雯(一上),61.01古慧雯(一上),https://drive.google.com/drive/folders/1OnSzijgavUldw8traOobJg9r48yAX6Oh,
經濟資料庫/61數量方法入門,61數量方法入門,https://drive.google.com/drive/folders/19H2vkswKTpM__KeDwRUpCQiF2BAVNKrV,
經濟資料庫/61數量方法入門/61.02朱玉琦,61.02朱玉琦,https://drive.google.com/drive/folders/1RDL9BlhVJXn_b4VZE7Wx5L8pxPNcPwx6,
經濟資料庫/61數量方法入門/61.02朱玉琦/期末考,期末考,https://drive.google.com/drive/folders/1pP9t4HArpip4B88ISOveCwZTrFRA8qA4,
經濟資料庫/61數量方法入門/61.02朱玉琦/期中考,期中考,https://drive.google.com/drive/folders/1RJEbxD9AU72-THZ3P1vqUsET2AztMxpr,
經濟資料庫/61數量方法入門/61.0陳釗而,61.0陳釗而,https://drive.google.com/drive/folders/1Kq3gijSdXSjjm-jDuDZGJLwcFIbXYR0L,
經濟資料庫/43經濟學的政策運用,43經濟學的政策運用,https://drive.google.com/drive/folders/1NafZQ1BipqCHwayJznXcNjY0ccrnuOKU,
經濟資料庫/43經濟學的政策運用/課程內容（專欄文章）,課程內容（專欄文章）,https://drive.google.com/drive/folders/1uQgpzNalfJsW0B5PVqfhZiR45t9wG4sY,
經濟資料庫/43經濟學的政策運用/期末考,期末考,https://drive.google.com/drive/folders/1p9JmEFvJYImHJPpAK7RMnfchzmsVmSn4,
經濟資料庫/42經濟史,42經濟史,https://drive.google.com/drive/folders/15YogUeSbPk1De1iFXmeXS-Da9OwKxUSe,
經濟資料庫/41教育經濟學,41教育經濟學,https://drive.google.com/drive/folders/1kQnlwNjuLFXNI5TvDwjzu3LknXXQz_To,
經濟資料庫/41教育經濟學/41.01駱明慶,41.01駱明慶,https://drive.google.com/drive/folders/1TSEqtvc7dqv9oQ0QIBmSXDVijVFNfq3b,
經濟資料庫/38財務經濟學,38財務經濟學,https://drive.google.com/drive/folders/11njWlPBD05kIEY9qSQs7AuPvAf90puOE,
經濟資料庫/37經濟數學,37經濟數學,https://drive.google.com/drive/folders/1-Y3JfDSdFAhY4Uzg3bTLILOqbPw-rpOA,
經濟資料庫/37經濟數學/37.01周建富,37.01周建富,https://drive.google.com/drive/folders/1Z5BIiouPst9uDfD3IhMtmwRVmzyAqOoo,
經濟資料庫/37經濟數學/37.01周建富/期末考,期末考,https://drive.google.com/drive/folders/15y4bbDLgi923f_3LO8iehexZ8mpHKGdE,
經濟資料庫/37經濟數學/37.01周建富/期中考,期中考,https://drive.google.com/drive/folders/1XRPNYwC_SNp4Tp4Dm8WwNd4v-kMoa35Y,
經濟資料庫/37經濟數學/37.01周建富/投影片,投影片,https://drive.google.com/drive/folders/1jjEQ_mFZZF37WlnBK-4hNXvgyZ6-f9vB,
經濟資料庫/36台灣產業組織與發展,36台灣產業組織與發展,https://drive.google.com/drive/folders/1xSfRZNrf8RRaKJALdQgF0bdtkcC7v0WI,
經濟資料庫/36台灣產業組織與發展/36.01陳正倉,36.01陳正倉,https://drive.google.com/drive/folders/1e3YWzrnvRzmbiDywIZyGuvuZC2p6GNWS,
經濟資料庫/36台灣產業組織與發展/36.01陳正倉/課程評價,課程評價,https://drive.google.com/drive/folders/1hmgDdrJ1IqUqJWGGJ_m6A7danxUx1L3B,
經濟資料庫/22投資學,22投資學,https://drive.google.com/drive/folders/1MYeeBltRGQYuvFYZxIR315iMqRfST3Gp,
經濟資料庫/22投資學/22.04陳彥行,22.04陳彥行,https://drive.google.com/drive/folders/174RwRm73Kqu3GXI0dvasaRG9JaXo8dJs,
經濟資料庫/22投資學/22.03陳聖賢,22.03陳聖賢,https://drive.google.com/drive/folders/1woEKAZtye8jti-Ax_DNnkVChsnWl3_uD,
經濟資料庫/22投資學/22.03陳聖賢/上課講義,上課講義,https://drive.google.com/drive/folders/1PpbfmXeC-YubZKofA1M38P7Pwsk1vpFj,
經濟資料庫/22投資學/22.02陳其美,22.02陳其美,https://drive.google.com/drive/folders/1c9M_7QNWi_bJfQoykCbK6eHpGYAsOW9z,
經濟資料庫/22投資學/22.02陳其美/期中考,期中考,https://drive.google.com/drive/folders/10JcnzZIVfJnT9tvo6cGF_5bkro9y5niD,
經濟資料庫/22投資學/22.02陳其美/期末考,期末考,https://drive.google.com/drive/folders/19OWSRSI9gohLBQLvs0AbdWoIhlIN_Fka,
經濟資料庫/22投資學/22.02陳其美/習題,習題,https://drive.google.com/drive/folders/1rxpWD9nArw74BoJcVq2lrxnvnJs8Tmgv,
經濟資料庫/22投資學/22.01蘇永成,22.01蘇永成,https://drive.google.com/drive/folders/1TIryWKO-9A39qp5GFChNWVS0Z0lfDu3D,
經濟資料庫/21財務管理,21財務管理,https://drive.google.com/drive/folders/11tSK51sN7ztifEsODzLzK2a-1l88HwBK,
經濟資料庫/21財務管理/21.02陳業寧,21.02陳業寧,https://drive.google.com/drive/folders/17aOKKkK5IJ1fBWNxWWgusyIq3FHPGGLv,
經濟資料庫/21財務管理/21.02陳業寧/期中考,期中考,https://drive.google.com/drive/folders/1NAthvRYNB9wJVpTmJvE5XwNM3L7Od_04,
經濟資料庫/21財務管理/21.01陳明賢,21.01陳明賢,https://drive.google.com/drive/folders/1fO0icwzjsXhGhIXaFtm8IsnRCtV36Ctn,
經濟資料庫/11國際金融,11國際金融,https://drive.google.com/drive/folders/17f2EoDL6eDa9yqBs95T1j9UT_0376vFN,
經濟資料庫/11國際金融/11.05陳旭昇,11.05陳旭昇,https://drive.google.com/drive/folders/13J7qmaaqoUcesSXGlmmxmugaFTNdEW5o,
經濟資料庫/11國際金融/11.05陳旭昇/下學期期末考,下學期期末考,https://drive.google.com/drive/folders/1N4CrLzZM-c5Z833b4Rl9ycYlcmBnwpfA,
經濟資料庫/11國際金融/11.05陳旭昇/下學期期中考,下學期期中考,https://drive.google.com/drive/folders/1MZfu1dMxGP39cuwYQ4pVSWjy2ZwD7wim,
經濟資料庫/11國際金融/11.04許嘉棟,11.04許嘉棟,https://drive.google.com/drive/folders/1VODrRmbKWAykYGLpRMY1oSti86kb0Xqa,
經濟資料庫/11國際金融/11.04許嘉棟/期末考,期末考,https://drive.google.com/drive/folders/1MYQZxEJKkkIlhDCgyx7aizJKMXLzQvCr,
經濟資料庫/11國際金融/11.03曹添旺,11.03曹添旺,https://drive.google.com/drive/folders/1ldcXyCmJe4vcIxSHAjVZ_0kxwe1IkpcU,
經濟資料庫/11國際金融/11.03曹添旺/課本習題解答(老師指定作業),課本習題解答(老師指定作業),https://drive.google.com/drive/folders/1M6F2qPfe0DPBMBbYozPUpvqJqF6dR40j,
經濟資料庫/11國際金融/11.03曹添旺/期末考,期末考,https://drive.google.com/drive/folders/1LvePNR8m0vS6eUqku4xWJbTopj2KLyQG,
經濟資料庫/11國際金融/11.03曹添旺/期中考,期中考,https://drive.google.com/drive/folders/1LuqHMed6TWZDG8tUR7xLfepvoBZr8lMo,
經濟資料庫/11國際金融/11.03曹添旺/上課講義,上課講義,https://drive.google.com/drive/folders/1LNRSFaswdQ1xpwHX0XwxN57sTilK6k6h,
經濟資料庫/11國際金融/11.02柏木昌成,11.02柏木昌成,https://drive.google.com/drive/folders/12j2OCsXWof3mfaAXG0Egd3FFg5SWFC24,
經濟資料庫/11國際金融/11.01許振明,11.01許振明,https://drive.google.com/drive/folders/1J_ioR_LD1ESEJ2BWPTvHE1KaKnTY-34N,
經濟資料庫/11國際金融/11.01許振明/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1KsqOy-oPGq_eN8QwqCG8njisKIJHlfjZ,
經濟資料庫/10貿易理論與貿易政策,10貿易理論與貿易政策,https://drive.google.com/drive/folders/1fuwg_Y_filjg2mwHVpLiHwe6Ga7YF-U-,
經濟資料庫/10貿易理論與貿易政策/10.03朴至鎬,10.03朴至鎬,https://drive.google.com/drive/folders/1P4kK3Cq-GsoySWTEfdSywRyXXzhxILNG,
經濟資料庫/10貿易理論與貿易政策/10.03朴至鎬/期中考,期中考,https://drive.google.com/drive/folders/1KaK9zN-KFWH-QaL-I9UjZJXs_BgYDdQe,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍,10.02劉碧珍,https://drive.google.com/drive/folders/1pW6Q_2VImhL_FBPsb1whCx9AVMy0sJ1g,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿論期末考,貿論期末考,https://drive.google.com/drive/folders/1KZbMlHAAf_WrXqfWrMdbMJmIMlQykhJ9,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿論期中考,貿論期中考,https://drive.google.com/drive/folders/1KEekKHD5WA6Wfio-ngJ3LeiCUn8jyuzL,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿策期末考,貿策期末考,https://drive.google.com/drive/folders/1K8OB4fd4XHTz5FFhb1XwztfizSDYXVrb,
經濟資料庫/10貿易理論與貿易政策/10.02劉碧珍/貿策期中考,貿策期中考,https://drive.google.com/drive/folders/1JcOcYF-ubItoVYtigA44PSy46JnWsreR,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝,10.01陳添枝,https://drive.google.com/drive/folders/1xphNzxIbdDOrfkfZo6g91jz-SasEXk97,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿論期末考,貿論期末考,https://drive.google.com/drive/folders/1JO-83XGg44D88LiJ8t514TTUAWc86zEt,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿論期中考,貿論期中考,https://drive.google.com/drive/folders/1J5vkPdqQtvNZF0RxH7YdR8xpadR67rmk,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿策期末考,貿策期末考,https://drive.google.com/drive/folders/1IshdnC-wI3mWyR2u1ObYSLrM8p6SJAT4,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/貿策期中考,貿策期中考,https://drive.google.com/drive/folders/1IOIZmNZ6VI5krBOzAjycj0-KegG9SGZe,
經濟資料庫/10貿易理論與貿易政策/10.01陳添枝/課本習題解答,課本習題解答,https://drive.google.com/drive/folders/1ID-HnQCGDoU9vEX21MiaewBixsFCVcVz,
經濟資料庫/09貨幣銀行學,09貨幣銀行學,https://drive.google.com/drive/folders/19fN-hj285Q9R6s1buRZ6hbynd9Eiupe8,
經濟資料庫/09貨幣銀行學/9.03謝德宗,9.03謝德宗,https://drive.google.com/drive/folders/10S2W6ytVPSg8bVmYlGDHO2-EsMjJ40Qq,
經濟資料庫/09貨幣銀行學/9.03謝德宗/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1H_PLU-6x8fexkLyeVAkwTaTM4jCrR-17,
經濟資料庫/09貨幣銀行學/9.03謝德宗/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1HCscE2NxnXwgv_7mIe3Rjlp2FkQXEwA1,
經濟資料庫/09貨幣銀行學/9.02陳南光,9.02陳南光,https://drive.google.com/drive/folders/1yxKF80j1XJd7h-eS263Q1VnLm_Vtt-48,
經濟資料庫/09貨幣銀行學/9.02陳南光/課程評價,課程評價,https://drive.google.com/drive/folders/1H8brFQHQTOn-kh8MCvwX3QLnuqFtjvl2,
經濟資料庫/09貨幣銀行學/9.02陳南光/下學期期末,下學期期末,https://drive.google.com/drive/folders/1H0m2ANcB3f-A8m2Af0kDQnx925KWqZRT,
經濟資料庫/09貨幣銀行學/9.02陳南光/上學期期中,上學期期中,https://drive.google.com/drive/folders/1GmyoiiOwVQPpOo86Wmpfa0CGwfcIbkcK,
經濟資料庫/09貨幣銀行學/9.01李怡庭,9.01李怡庭,https://drive.google.com/drive/folders/1yGgRuUJ3mqoD-plmhFSgj0hsLAu7WfHu,
經濟資料庫/09貨幣銀行學/9.01李怡庭/課程評價,課程評價,https://drive.google.com/drive/folders/1Gfyk--p29wLt0zbhe88s29x6tzCufQcx,
經濟資料庫/09貨幣銀行學/9.01李怡庭/下學期期末考,下學期期末考,https://drive.google.com/drive/folders/1G9XusPD-NiKD0pxW3KDioKlyOqNJuLUd,
經濟資料庫/09貨幣銀行學/9.01李怡庭/下學期期中考,下學期期中考,https://drive.google.com/drive/folders/1FviVWEeYe1Z55G8RvVSXSnjxhxjZJas6,
經濟資料庫/09貨幣銀行學/9.01李怡庭/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1FTV28TLqrXliP0DwtBlw0rWFJULIxupx,
經濟資料庫/09貨幣銀行學/9.01李怡庭/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1F98z8UOxnFn0ZSczvgjAdrs1mIOMdGf6,
經濟資料庫/08財政學,08財政學,https://drive.google.com/drive/folders/1JiLQhJ1GeUzNQLq_jGekHc2onv3YnQmf,
經濟資料庫/08財政學/8.03李顯峰,8.03李顯峰,https://drive.google.com/drive/folders/1T6I_oEIABJS4ehEhtM70fFx9TQRlNx7b,
經濟資料庫/08財政學/8.02宋玉生,8.02宋玉生,https://drive.google.com/drive/folders/1rO8d8E5kRv4X1B-g2jAJgKrYzMyuaFxJ,
經濟資料庫/08財政學/8.02宋玉生/課程評價,課程評價,https://drive.google.com/drive/folders/1EzF7uaNyGgBpgslFZZNDz63EX3BAsX8a,
經濟資料庫/08財政學/8.02宋玉生/期中考、期末考合併,期中考、期末考合併,https://drive.google.com/drive/folders/1Em6_B0mY4MhQof5HLautH6VEBzNhvrkF,
經濟資料庫/08財政學/8.02宋玉生/下學期期末考,下學期期末考,https://drive.google.com/drive/folders/1EX8cvUnFkgxYncDb31jRkNU-mIz8tMRZ,
經濟資料庫/08財政學/8.02宋玉生/下學期期中考,下學期期中考,https://drive.google.com/drive/folders/1EFjLqD7mVdzpgQ-5SqaKy2NEt-9hZrBr,
經濟資料庫/08財政學/8.02宋玉生/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1Dt-D-qCRF0vZb_eYVhzty1LklIrtSCQu,
經濟資料庫/08財政學/8.02宋玉生/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1DPK6eCdBeL4Jt90bXu-8IKB119u22Dp9,
經濟資料庫/08財政學/8.01林全,8.01林全,https://drive.google.com/drive/folders/16EA-M2eDI9BG3KAqldqENnjTvfOjGQv_,
經濟資料庫/08財政學/8.01林全/課程評價,課程評價,https://drive.google.com/drive/folders/1DFwXe5shPgemBnRfMjA4vOzuNJnH6m7j,
經濟資料庫/08財政學/8.01林全/筆記,筆記,https://drive.google.com/drive/folders/1DAtK9I5x_44EOujFipM9zYQ5AwZh5pgj,
經濟資料庫/08財政學/8.01林全/下學期期末考,下學期期末考,https://drive.google.com/drive/folders/1D1IUM44HPA6frst7zQ4ghkPTH1B7RcVV,
經濟資料庫/08財政學/8.01林全/下學期期中考(102以前),下學期期中考(102以前),https://drive.google.com/drive/folders/1CRFoNFO9RlNsxU70nTVUVPuBKKawX99J,
經濟資料庫/08財政學/8.01林全/上學期期末考,上學期期末考,https://drive.google.com/drive/folders/1CCyLZq19txIuJ1kfHGcoq8FPiFaFj2FO,
經濟資料庫/08財政學/8.01林全/上學期期中考,上學期期中考,https://drive.google.com/drive/folders/1Bl3hxEas4v8iGUji5TSXn8JGsWRTWQpt,
經濟資料庫/01經濟學原理與實習,01經濟學原理與實習,https://drive.google.com/drive/folders/1eRELvRM6lqfyWq_cQhlBmPYIq0l4WHyA,
經濟資料庫/01經濟學原理與實習/1.11樊家忠,1.11樊家忠,https://drive.google.com/drive/folders/1fJNQSqHjx8Q-Wfms1HcWEpg1aeRUQ_Vo,
經濟資料庫/01經濟學原理與實習/1.11樊家忠/總經原,總經原,https://drive.google.com/drive/folders/1aEM0g6wKQuBfJLJSUJDyy6Lx0dW2ttIM,
經濟資料庫/01經濟學原理與實習/1.11樊家忠/總經原/111,111,https://drive.google.com/drive/folders/17AS7uPbNYjdQpFaejChU1VTxLTSVMnev,
